Teacher_ID,School_ID,Subject,Training_Level,Years_of_Experience,Student_Teacher_Ratio
TCH2503,SCH246,English,Advanced,3,20
TCH2504,SCH177,English,Basic,17,8
TCH2505,SCH068,Nepali,Basic,15,22
TCH2506,SCH418,Nepali,Advanced,15,13
TCH2507,SCH319,Math,Basic,15,13
TCH2508,SCH147,Social Studies,Advanced,3,29
TCH2509,SCH190,English,Basic,4,28
TCH2510,SCH206,Nepali,Basic,7,25
TCH2511,SCH071,Math,Basic,11,9
TCH2512,SCH057,Nepali,Basic,8,26
TCH2513,SCH113,Math,Advanced,1,23
TCH2514,SCH121,Science,Basic,11,25
TCH2515,SCH074,English,Basic,12,19
TCH2516,SCH149,Nepali,Advanced,13,11
TCH2517,SCH037,Nepali,Basic,6,23
TCH2518,SCH042,Nepali,Advanced,20,8
TCH2519,SCH045,Social Studies,Basic,5,22
TCH2520,SCH444,English,Advanced,11,29
TCH2521,SCH042,English,Advanced,18,8
TCH2522,SCH123,Social Studies,Advanced,9,22
TCH2523,SCH098,English,Advanced,18,10
TCH2524,SCH088,Nepali,Basic,7,25
TCH2525,SCH212,English,Basic,17,10
TCH2526,SCH035,Social Studies,Advanced,10,9
TCH2527,SCH264,English,Basic,11,20
TCH2528,SCH381,Nepali,Advanced,17,8
TCH2529,SCH489,Social Studies,Basic,8,22
TCH2530,SCH299,English,Advanced,29,8
TCH2531,SCH355,Math,Basic,6,22
TCH2532,SCH001,Nepali,Basic,17,12
TCH2533,SCH384,English,Advanced,11,8
TCH2534,SCH299,Social Studies,Basic,23,11
TCH2535,SCH444,Nepali,Basic,17,24
TCH2536,SCH321,Math,Basic,9,22
TCH2537,SCH232,Science,Basic,1,23
TCH2538,SCH251,Science,Advanced,3,24
TCH2539,SCH172,English,Basic,1,27
TCH2540,SCH011,English,Basic,9,16
TCH2541,SCH276,English,Advanced,1,8
TCH2542,SCH075,Math,Basic,12,33
TCH2543,SCH037,Math,Basic,2,22
TCH2544,SCH175,Science,Advanced,1,24
TCH2545,SCH067,Nepali,Advanced,10,11
TCH2546,SCH454,English,Basic,1,28
TCH2547,SCH328,English,Advanced,16,8
TCH2548,SCH479,Math,Basic,7,9
TCH2549,SCH490,Science,Advanced,4,23
TCH2550,SCH045,Math,Basic,1,23
TCH2551,SCH070,Social Studies,Advanced,9,10
TCH2552,SCH014,Social Studies,Advanced,19,9
TCH2553,SCH119,Nepali,Advanced,6,8
TCH2554,SCH180,Math,Basic,10,25
TCH2555,SCH393,Science,Advanced,11,10
TCH2556,SCH286,Math,Basic,12,26
TCH2557,SCH261,Math,Advanced,9,30
TCH2558,SCH220,Social Studies,Advanced,12,8
TCH2559,SCH140,English,Basic,14,22
TCH2560,SCH467,Science,Advanced,4,10
TCH2561,SCH322,Science,Basic,11,21
TCH2562,SCH362,Social Studies,Basic,17,9
TCH2563,SCH429,Nepali,Advanced,9,10
TCH2564,SCH067,Math,Advanced,8,9
TCH2565,SCH040,Social Studies,Advanced,22,9
TCH2566,SCH347,Nepali,Basic,9,8
TCH2567,SCH340,Nepali,Advanced,9,8
TCH2568,SCH181,Math,Advanced,9,8
TCH2569,SCH402,Science,Advanced,10,8
TCH2570,SCH099,Social Studies,Advanced,26,8
TCH2571,SCH157,Social Studies,Basic,5,26
TCH2572,SCH306,Social Studies,Basic,14,11
TCH2573,SCH139,Nepali,Basic,6,21
TCH2574,SCH045,Math,Basic,15,21
TCH2575,SCH476,Social Studies,Advanced,10,10
TCH2576,SCH103,Social Studies,Advanced,15,10
TCH2577,SCH057,English,Advanced,5,25
TCH2578,SCH157,English,Advanced,1,33
TCH2579,SCH154,Nepali,Advanced,3,28
TCH2580,SCH445,Math,Basic,6,11
TCH2581,SCH024,Math,Advanced,5,11
TCH2582,SCH125,Social Studies,Basic,17,25
TCH2583,SCH271,Science,Advanced,10,28
TCH2584,SCH008,Science,Advanced,8,11
TCH2585,SCH210,Science,Basic,5,33
TCH2586,SCH260,English,Advanced,4,10
TCH2587,SCH458,Social Studies,Advanced,2,29
TCH2588,SCH436,Science,Basic,20,26
TCH2589,SCH405,English,Basic,23,11
TCH2590,SCH366,Nepali,Advanced,16,28
TCH2591,SCH468,Social Studies,Advanced,22,13
TCH2592,SCH078,Social Studies,Advanced,9,9
TCH2593,SCH207,Social Studies,Basic,10,8
TCH2594,SCH044,Social Studies,Advanced,10,30
TCH2595,SCH354,Science,Basic,15,9
TCH2596,SCH286,Math,Advanced,9,17
TCH2597,SCH332,English,Advanced,5,9
TCH2598,SCH389,Science,Basic,10,24
TCH2599,SCH234,Social Studies,Basic,13,9
TCH2600,SCH264,English,Advanced,6,20
TCH2601,SCH292,Nepali,Advanced,14,9
TCH2602,SCH029,Science,Advanced,12,8
TCH2603,SCH282,Math,Advanced,10,25
TCH2604,SCH368,English,Basic,9,21
TCH2605,SCH195,Math,Advanced,7,10
TCH2606,SCH334,Social Studies,Advanced,3,11
TCH2607,SCH468,Math,Advanced,11,8
TCH2608,SCH192,Social Studies,Advanced,1,29
TCH2609,SCH097,English,Advanced,1,10
TCH2610,SCH070,Nepali,Advanced,12,11
TCH2611,SCH389,Math,Basic,2,22
TCH2612,SCH415,Math,Advanced,13,10
TCH2613,SCH223,Math,Basic,17,9
TCH2614,SCH139,Science,Advanced,14,25
TCH2615,SCH033,Math,Basic,16,31
TCH2616,SCH250,English,Basic,16,22
TCH2617,SCH053,English,Advanced,19,9
TCH2618,SCH218,Nepali,Advanced,7,28
TCH2619,SCH173,Science,Advanced,9,8
TCH2620,SCH413,English,Basic,8,32
TCH2621,SCH484,Science,Basic,6,24
TCH2622,SCH021,English,Advanced,9,23
TCH2623,SCH359,Nepali,Advanced,10,10
TCH2624,SCH282,Science,Advanced,5,30
TCH2625,SCH163,Social Studies,Basic,18,26
TCH2626,SCH032,Science,Basic,5,27
TCH2627,SCH072,Social Studies,Basic,5,8
TCH2628,SCH256,Science,Basic,7,30
TCH2629,SCH159,Math,Basic,15,26
TCH2630,SCH364,Social Studies,Advanced,11,25
TCH2631,SCH120,Nepali,Basic,11,8
TCH2632,SCH472,Nepali,Basic,13,23
TCH2633,SCH263,English,Basic,16,9
TCH2634,SCH477,English,Advanced,6,8
TCH2635,SCH387,Nepali,Advanced,8,10
TCH2636,SCH019,English,Basic,13,27
TCH2637,SCH097,Math,Advanced,7,8
TCH2638,SCH062,Science,Advanced,16,13
TCH2639,SCH409,Social Studies,Advanced,17,14
TCH2640,SCH473,Nepali,Advanced,9,9
TCH2641,SCH400,Math,Basic,14,18
TCH2642,SCH388,Social Studies,Basic,14,10
TCH2643,SCH294,Science,Advanced,14,21
TCH2644,SCH155,Social Studies,Advanced,10,8
TCH2645,SCH188,Math,Basic,7,20
TCH2646,SCH257,English,Basic,10,25
TCH2647,SCH009,Nepali,Advanced,10,10
TCH2648,SCH463,Math,Advanced,14,12
TCH2649,SCH323,Social Studies,Advanced,11,12
TCH2650,SCH149,Social Studies,Advanced,7,8
TCH2651,SCH345,Social Studies,Basic,21,12
TCH2652,SCH033,English,Basic,1,16
TCH2653,SCH354,English,Advanced,21,9
TCH2654,SCH241,Social Studies,Basic,8,10
TCH2655,SCH335,English,Basic,5,25
TCH2656,SCH335,English,Basic,6,23
TCH2657,SCH321,Math,Advanced,1,20
TCH2658,SCH095,Math,Advanced,13,28
TCH2659,SCH228,Social Studies,Basic,9,28
TCH2660,SCH269,Social Studies,Basic,12,8
TCH2661,SCH327,Nepali,Advanced,5,10
TCH2662,SCH047,Math,Basic,1,8
TCH2663,SCH405,Science,Basic,7,10
TCH2664,SCH167,English,Advanced,10,10
TCH2665,SCH243,Science,Basic,10,26
TCH2666,SCH367,Social Studies,Basic,17,10
TCH2667,SCH097,Math,Advanced,6,8
TCH2668,SCH253,Social Studies,Basic,10,24
TCH2669,SCH163,Social Studies,Basic,7,22
TCH2670,SCH433,Science,Basic,11,8
TCH2671,SCH377,Social Studies,Advanced,3,15
TCH2672,SCH456,Social Studies,Basic,1,8
TCH2673,SCH470,English,Basic,2,20
TCH2674,SCH065,Social Studies,Advanced,9,8
TCH2675,SCH056,Nepali,Advanced,11,25
TCH2676,SCH243,Math,Basic,10,25
TCH2677,SCH301,Math,Advanced,7,8
TCH2678,SCH079,English,Advanced,19,10
TCH2679,SCH016,Science,Advanced,12,10
TCH2680,SCH032,Math,Basic,8,19
TCH2681,SCH040,Science,Basic,14,15
TCH2682,SCH444,English,Basic,8,31
TCH2683,SCH324,Math,Advanced,12,10
TCH2684,SCH061,English,Advanced,9,17
TCH2685,SCH152,Science,Advanced,1,24
TCH2686,SCH259,Math,Basic,16,23
TCH2687,SCH022,Nepali,Basic,10,21
TCH2688,SCH400,Science,Basic,12,19
TCH2689,SCH329,Math,Basic,18,9
TCH2690,SCH292,English,Advanced,10,11
TCH2691,SCH346,Nepali,Advanced,14,18
TCH2692,SCH149,Nepali,Basic,16,8
TCH2693,SCH095,Nepali,Basic,4,15
TCH2694,SCH449,Math,Basic,6,25
TCH2695,SCH363,English,Basic,12,26
TCH2696,SCH241,Math,Advanced,12,11
TCH2697,SCH030,English,Basic,14,29
TCH2698,SCH196,Social Studies,Basic,24,8
TCH2699,SCH342,Social Studies,Advanced,14,19
TCH2700,SCH012,Science,Advanced,4,9
TCH2701,SCH491,English,Basic,5,27
TCH2702,SCH277,Social Studies,Basic,14,13
TCH2703,SCH461,Nepali,Advanced,15,10
TCH2704,SCH321,Math,Basic,2,23
TCH2705,SCH314,Science,Advanced,17,15
TCH2706,SCH025,Nepali,Advanced,6,12
TCH2707,SCH059,English,Advanced,12,10
TCH2708,SCH407,Math,Advanced,7,9
TCH2709,SCH274,Social Studies,Advanced,11,11
TCH2710,SCH386,Nepali,Basic,15,23
TCH2711,SCH274,Nepali,Advanced,8,11
TCH2712,SCH234,Social Studies,Advanced,10,12
TCH2713,SCH393,Social Studies,Basic,15,8
TCH2714,SCH014,Social Studies,Basic,17,10
TCH2715,SCH371,Math,Advanced,10,10
TCH2716,SCH219,Nepali,Advanced,6,9
TCH2717,SCH304,Social Studies,Basic,16,9
TCH2718,SCH102,English,Basic,10,19
TCH2719,SCH328,Social Studies,Basic,11,10
TCH2720,SCH372,English,Basic,8,10
TCH2721,SCH019,English,Basic,9,20
TCH2722,SCH355,English,Basic,1,21
TCH2723,SCH201,Science,Basic,1,27
TCH2724,SCH020,Math,Basic,13,20
TCH2725,SCH333,Science,Advanced,2,23
TCH2726,SCH034,Science,Basic,4,21
TCH2727,SCH460,English,Basic,1,9
TCH2728,SCH013,Math,Basic,3,18
TCH2729,SCH323,Nepali,Advanced,9,10
TCH2730,SCH406,English,Basic,10,11
TCH2731,SCH483,Science,Advanced,17,24
TCH2732,SCH224,Social Studies,Advanced,15,19
TCH2733,SCH476,Nepali,Advanced,1,8
TCH2734,SCH300,Science,Advanced,9,8
TCH2735,SCH006,Science,Advanced,11,22
TCH2736,SCH376,Math,Basic,10,9
TCH2737,SCH269,Science,Advanced,19,8
TCH2738,SCH214,Social Studies,Advanced,5,29
TCH2739,SCH273,Math,Basic,15,30
TCH2740,SCH307,Nepali,Basic,20,8
TCH2741,SCH163,Math,Basic,3,33
TCH2742,SCH150,Social Studies,Advanced,15,13
TCH2743,SCH148,Nepali,Basic,12,27
TCH2744,SCH458,Nepali,Basic,10,24
TCH2745,SCH310,Science,Advanced,8,20
TCH2746,SCH189,English,Basic,8,9
TCH2747,SCH420,Math,Basic,9,27
TCH2748,SCH445,Nepali,Advanced,17,13
TCH2749,SCH271,Social Studies,Basic,12,28
TCH2750,SCH223,Science,Basic,4,8
TCH2751,SCH274,Science,Advanced,14,9
TCH2752,SCH224,Science,Basic,8,20
TCH2753,SCH389,Social Studies,Advanced,8,23
TCH2754,SCH333,English,Advanced,10,27
TCH2755,SCH494,Social Studies,Advanced,13,8
TCH2756,SCH324,Nepali,Advanced,11,13
TCH2757,SCH076,Social Studies,Basic,5,22
TCH2758,SCH196,Math,Advanced,16,8
TCH2759,SCH157,Science,Basic,3,22
TCH2760,SCH412,Nepali,Basic,12,24
TCH2761,SCH272,Social Studies,Basic,16,12
TCH2762,SCH198,English,Basic,5,24
TCH2763,SCH137,Social Studies,Basic,10,8
TCH2764,SCH057,Social Studies,Basic,13,23
TCH2765,SCH139,Nepali,Basic,2,31
TCH2766,SCH214,Math,Basic,6,24
TCH2767,SCH218,Nepali,Basic,5,20
TCH2768,SCH325,Nepali,Advanced,3,11
TCH2769,SCH382,Nepali,Advanced,8,8
TCH2770,SCH489,Nepali,Basic,3,23
TCH2771,SCH383,Math,Basic,4,26
TCH2772,SCH292,Science,Advanced,9,11
TCH2773,SCH222,English,Basic,17,8
TCH2774,SCH100,English,Basic,4,29
TCH2775,SCH019,Nepali,Basic,9,27
TCH2776,SCH020,English,Advanced,11,22
TCH2777,SCH172,Social Studies,Basic,20,28
TCH2778,SCH009,Science,Basic,9,12
TCH2779,SCH186,Science,Advanced,11,10
TCH2780,SCH165,Science,Advanced,4,21
TCH2781,SCH256,Nepali,Basic,11,22
TCH2782,SCH320,English,Basic,7,9
TCH2783,SCH361,Nepali,Basic,5,10
TCH2784,SCH245,Science,Advanced,8,11
TCH2785,SCH285,Math,Basic,13,24
TCH2786,SCH452,Nepali,Advanced,3,24
TCH2787,SCH394,Nepali,Basic,9,13
TCH2788,SCH188,Math,Basic,6,25
TCH2789,SCH466,English,Basic,15,12
TCH2790,SCH456,Math,Advanced,9,8
TCH2791,SCH008,Nepali,Basic,12,12
TCH2792,SCH078,English,Advanced,14,8
TCH2793,SCH266,Social Studies,Basic,6,21
TCH2794,SCH391,Nepali,Basic,10,8
TCH2795,SCH122,Science,Basic,9,27
TCH2796,SCH130,English,Basic,12,11
TCH2797,SCH168,English,Basic,14,30
TCH2798,SCH292,Math,Basic,12,8
TCH2799,SCH194,English,Basic,1,9
TCH2800,SCH007,Social Studies,Advanced,1,25
TCH2801,SCH197,English,Advanced,16,11
TCH2802,SCH270,Math,Basic,16,8
TCH2803,SCH319,Math,Basic,3,12
TCH2804,SCH271,Math,Basic,1,27
TCH2805,SCH385,Math,Advanced,10,9
TCH2806,SCH435,English,Advanced,13,13
TCH2807,SCH290,Social Studies,Basic,7,9
TCH2808,SCH300,Math,Basic,18,8
TCH2809,SCH134,Nepali,Basic,12,24
TCH2810,SCH296,Math,Advanced,1,10
TCH2811,SCH052,Social Studies,Advanced,8,25
TCH2812,SCH410,Science,Basic,11,27
TCH2813,SCH404,Science,Basic,8,29
TCH2814,SCH043,Science,Advanced,9,10
TCH2815,SCH054,Science,Advanced,3,16
TCH2816,SCH313,Social Studies,Basic,7,10
TCH2817,SCH032,Nepali,Basic,1,21
TCH2818,SCH057,Math,Basic,16,23
TCH2819,SCH403,Science,Advanced,14,8
TCH2820,SCH323,Science,Advanced,3,8
TCH2821,SCH236,Science,Advanced,18,9
TCH2822,SCH025,Math,Basic,12,8
TCH2823,SCH317,Social Studies,Advanced,16,12
TCH2824,SCH195,Math,Advanced,25,11
TCH2825,SCH134,Nepali,Basic,3,17
TCH2826,SCH391,Nepali,Basic,19,8
TCH2827,SCH342,English,Basic,7,29
TCH2828,SCH078,Social Studies,Basic,22,8
TCH2829,SCH070,English,Basic,12,9
TCH2830,SCH344,Math,Advanced,4,29
TCH2831,SCH006,Social Studies,Advanced,10,20
TCH2832,SCH438,Social Studies,Advanced,10,9
TCH2833,SCH420,English,Basic,10,32
TCH2834,SCH359,Social Studies,Basic,14,9
TCH2835,SCH316,Social Studies,Advanced,11,10
TCH2836,SCH276,Nepali,Advanced,1,12
TCH2837,SCH184,Science,Basic,13,9
TCH2838,SCH305,Nepali,Basic,5,24
TCH2839,SCH088,Math,Advanced,3,18
TCH2840,SCH424,Math,Basic,10,22
TCH2841,SCH452,Science,Advanced,9,24
TCH2842,SCH258,Math,Advanced,19,10
TCH2843,SCH207,Nepali,Basic,18,11
TCH2844,SCH050,English,Basic,16,18
TCH2845,SCH400,Social Studies,Basic,15,21
TCH2846,SCH003,English,Advanced,5,8
TCH2847,SCH133,Science,Advanced,5,26
TCH2848,SCH328,Math,Basic,20,8
TCH2849,SCH428,Social Studies,Advanced,13,8
TCH2850,SCH356,Math,Basic,1,22
TCH2851,SCH277,Math,Advanced,12,8
TCH2852,SCH063,Social Studies,Basic,1,23
TCH2853,SCH079,Social Studies,Advanced,15,10
TCH2854,SCH346,Social Studies,Basic,5,24
TCH2855,SCH074,Social Studies,Basic,4,25
TCH2856,SCH170,Science,Basic,12,21
TCH2857,SCH415,Social Studies,Basic,8,11
TCH2858,SCH340,Science,Basic,27,11
TCH2859,SCH267,Nepali,Advanced,10,8
TCH2860,SCH230,Math,Basic,18,8
TCH2861,SCH071,Science,Advanced,10,9
TCH2862,SCH373,Science,Advanced,11,8
TCH2863,SCH287,Math,Basic,12,26
TCH2864,SCH311,Science,Basic,6,24
TCH2865,SCH363,Social Studies,Basic,6,25
TCH2866,SCH004,Social Studies,Advanced,7,8
TCH2867,SCH020,Science,Basic,6,27
TCH2868,SCH219,English,Basic,21,10
TCH2869,SCH081,Social Studies,Advanced,16,11
TCH2870,SCH024,Math,Advanced,13,10
TCH2871,SCH281,Math,Basic,6,22
TCH2872,SCH306,Science,Basic,6,9
TCH2873,SCH318,Social Studies,Advanced,13,9
TCH2874,SCH096,Nepali,Advanced,7,19
TCH2875,SCH428,English,Advanced,25,13
TCH2876,SCH310,Science,Basic,7,26
TCH2877,SCH113,English,Basic,16,28
TCH2878,SCH459,Math,Advanced,8,11
TCH2879,SCH424,Math,Basic,1,26
TCH2880,SCH179,Math,Basic,9,17
TCH2881,SCH381,Social Studies,Advanced,18,10
TCH2882,SCH287,Nepali,Advanced,6,23
TCH2883,SCH010,Science,Basic,12,22
TCH2884,SCH460,Math,Advanced,8,8
TCH2885,SCH414,English,Advanced,16,11
TCH2886,SCH129,Science,Basic,2,25
TCH2887,SCH018,Nepali,Advanced,9,29
TCH2888,SCH405,Math,Basic,9,8
TCH2889,SCH218,Nepali,Advanced,10,22
TCH2890,SCH130,English,Advanced,15,10
TCH2891,SCH489,Science,Basic,1,23
TCH2892,SCH205,Science,Basic,9,27
TCH2893,SCH182,Science,Advanced,8,8
TCH2894,SCH210,Social Studies,Basic,3,25
TCH2895,SCH430,Nepali,Basic,12,8
TCH2896,SCH237,Nepali,Advanced,14,10
TCH2897,SCH152,Nepali,Advanced,5,22
TCH2898,SCH400,Social Studies,Advanced,16,16
TCH2899,SCH059,Science,Basic,2,9
TCH2900,SCH139,Nepali,Advanced,12,21
TCH2901,SCH223,Science,Advanced,15,8
TCH2902,SCH243,Math,Basic,6,26
TCH2903,SCH319,Math,Advanced,17,11
TCH2904,SCH369,English,Advanced,1,25
TCH2905,SCH020,Social Studies,Advanced,4,24
TCH2906,SCH262,Nepali,Advanced,6,27
TCH2907,SCH162,Math,Basic,7,25
TCH2908,SCH048,Science,Advanced,12,8
TCH2909,SCH111,Science,Advanced,12,9
TCH2910,SCH359,Science,Advanced,14,10
TCH2911,SCH215,Science,Basic,1,20
TCH2912,SCH164,English,Advanced,12,11
TCH2913,SCH067,Social Studies,Basic,10,11
TCH2914,SCH025,Science,Basic,23,11
TCH2915,SCH362,Nepali,Basic,20,9
TCH2916,SCH335,Social Studies,Basic,11,29
TCH2917,SCH408,English,Advanced,18,8
TCH2918,SCH142,English,Basic,8,11
TCH2919,SCH268,Social Studies,Advanced,1,21
TCH2920,SCH274,Science,Basic,15,8
TCH2921,SCH342,Math,Basic,2,30
TCH2922,SCH053,Social Studies,Advanced,9,8
TCH2923,SCH202,Math,Advanced,5,12
TCH2924,SCH319,English,Basic,13,12
TCH2925,SCH309,Social Studies,Advanced,10,10
TCH2926,SCH492,English,Basic,3,28
TCH2927,SCH120,Nepali,Advanced,5,13
TCH2928,SCH093,Math,Advanced,5,8
TCH2929,SCH305,Math,Basic,9,21
TCH2930,SCH218,Math,Basic,5,29
TCH2931,SCH465,English,Basic,15,25
TCH2932,SCH079,Science,Basic,10,9
TCH2933,SCH236,Science,Advanced,14,8
TCH2934,SCH025,Math,Advanced,11,8
TCH2935,SCH229,Math,Basic,9,24
TCH2936,SCH327,Science,Advanced,12,10
TCH2937,SCH401,Science,Basic,10,21
TCH2938,SCH092,Nepali,Basic,13,25
TCH2939,SCH484,Math,Basic,8,24
TCH2940,SCH283,Science,Advanced,8,11
TCH2941,SCH019,Math,Basic,9,33
TCH2942,SCH371,Math,Advanced,7,12
TCH2943,SCH399,Social Studies,Advanced,11,9
TCH2944,SCH485,Social Studies,Basic,6,10
TCH2945,SCH329,Nepali,Advanced,10,10
TCH2946,SCH212,Nepali,Advanced,6,10
TCH2947,SCH177,Social Studies,Advanced,12,9
TCH2948,SCH275,English,Basic,12,9
TCH2949,SCH042,Science,Basic,15,11
TCH2950,SCH319,Social Studies,Basic,15,10
TCH2951,SCH294,Nepali,Basic,2,22
TCH2952,SCH241,Math,Advanced,17,10
TCH2953,SCH309,Social Studies,Basic,9,11
TCH2954,SCH053,English,Basic,8,8
TCH2955,SCH053,Math,Advanced,18,12
TCH2956,SCH337,Social Studies,Basic,9,11
TCH2957,SCH039,Social Studies,Basic,12,25
TCH2958,SCH402,Nepali,Advanced,10,8
TCH2959,SCH206,Nepali,Advanced,8,23
TCH2960,SCH074,Nepali,Basic,13,29
TCH2961,SCH158,Social Studies,Basic,7,27
TCH2962,SCH462,Math,Basic,10,31
TCH2963,SCH020,Science,Advanced,8,26
TCH2964,SCH439,English,Advanced,11,11
TCH2965,SCH145,Social Studies,Basic,9,8
TCH2966,SCH223,English,Advanced,23,8
TCH2967,SCH139,Nepali,Advanced,2,26
TCH2968,SCH441,English,Basic,12,8
TCH2969,SCH447,Math,Basic,8,22
TCH2970,SCH164,Social Studies,Basic,4,10
TCH2971,SCH428,Math,Basic,12,11
TCH2972,SCH127,Social Studies,Basic,7,11
TCH2973,SCH065,Math,Advanced,6,10
TCH2974,SCH217,Science,Basic,5,21
TCH2975,SCH066,Science,Advanced,10,27
TCH2976,SCH026,Social Studies,Basic,6,24
TCH2977,SCH248,English,Basic,12,10
TCH2978,SCH201,Math,Basic,3,23
TCH2979,SCH242,Science,Advanced,6,11
TCH2980,SCH032,English,Basic,1,24
TCH2981,SCH130,English,Advanced,15,10
TCH2982,SCH279,Nepali,Advanced,4,15
TCH2983,SCH170,Science,Advanced,9,28
TCH2984,SCH222,Nepali,Advanced,11,11
TCH2985,SCH225,English,Basic,9,24
TCH2986,SCH002,Math,Advanced,14,10
TCH2987,SCH153,Social Studies,Basic,19,11
TCH2988,SCH112,Math,Basic,8,32
TCH2989,SCH467,Math,Advanced,8,10
TCH2990,SCH064,Nepali,Advanced,10,29
TCH2991,SCH298,English,Basic,9,24
TCH2992,SCH033,Social Studies,Advanced,7,26
TCH2993,SCH376,Nepali,Basic,25,8
TCH2994,SCH367,Nepali,Advanced,17,12
TCH2995,SCH345,Math,Basic,17,10
TCH2996,SCH140,Science,Basic,5,23
TCH2997,SCH013,English,Advanced,12,28
TCH2998,SCH212,Math,Advanced,2,8
TCH2999,SCH364,English,Advanced,7,22
TCH3000,SCH423,Math,Advanced,16,8
TCH3001,SCH425,Nepali,Advanced,28,9
TCH3002,SCH330,Social Studies,Basic,3,29
TCH3003,SCH500,Science,Basic,6,28
TCH3004,SCH123,Social Studies,Basic,14,29
TCH3005,SCH485,Science,Advanced,9,8
TCH3006,SCH104,Science,Advanced,16,19
TCH3007,SCH110,Nepali,Basic,18,24
TCH3008,SCH087,Math,Basic,10,8
TCH3009,SCH142,English,Basic,12,8
TCH3010,SCH135,Nepali,Advanced,14,9
TCH3011,SCH331,Social Studies,Advanced,5,8
TCH3012,SCH236,Social Studies,Advanced,10,8
TCH3013,SCH478,Nepali,Advanced,2,12
TCH3014,SCH315,Social Studies,Basic,19,11
TCH3015,SCH357,Science,Basic,11,26
TCH3016,SCH086,Math,Advanced,14,8
TCH3017,SCH318,Social Studies,Basic,18,8
TCH3018,SCH212,Social Studies,Basic,27,8
TCH3019,SCH134,Science,Advanced,3,35
TCH3020,SCH234,Nepali,Advanced,5,11
TCH3021,SCH411,Science,Basic,9,27
TCH3022,SCH029,Nepali,Advanced,18,11
TCH3023,SCH192,Math,Basic,1,26
TCH3024,SCH377,Math,Basic,13,11
TCH3025,SCH415,Science,Advanced,11,8
TCH3026,SCH344,Science,Advanced,3,24
TCH3027,SCH268,Science,Basic,1,22
TCH3028,SCH472,Science,Advanced,5,23
TCH3029,SCH286,Math,Basic,19,21
TCH3030,SCH278,Social Studies,Basic,1,10
TCH3031,SCH067,Nepali,Advanced,7,12
TCH3032,SCH008,Social Studies,Advanced,11,10
TCH3033,SCH075,Math,Basic,1,25
TCH3034,SCH369,Science,Basic,14,28
TCH3035,SCH389,Nepali,Advanced,8,20
TCH3036,SCH339,Social Studies,Advanced,14,10
TCH3037,SCH210,English,Basic,14,26
TCH3038,SCH372,Social Studies,Advanced,15,9
TCH3039,SCH399,Math,Advanced,8,10
TCH3040,SCH464,Science,Advanced,13,10
TCH3041,SCH391,English,Advanced,12,8
TCH3042,SCH279,Social Studies,Advanced,10,27
TCH3043,SCH024,Nepali,Basic,8,11
TCH3044,SCH412,Science,Basic,7,25
TCH3045,SCH282,Math,Basic,4,24
TCH3046,SCH147,Nepali,Basic,1,23
TCH3047,SCH003,Math,Basic,23,10
TCH3048,SCH209,Nepali,Advanced,6,23
TCH3049,SCH313,Math,Basic,7,10
TCH3050,SCH242,English,Advanced,6,11
TCH3051,SCH119,English,Basic,17,11
TCH3052,SCH133,Social Studies,Advanced,12,28
TCH3053,SCH053,Nepali,Advanced,13,12
TCH3054,SCH040,Nepali,Advanced,14,8
TCH3055,SCH192,Nepali,Basic,7,28
TCH3056,SCH210,Math,Basic,10,22
TCH3057,SCH247,Math,Advanced,12,8
TCH3058,SCH060,Science,Advanced,16,12
TCH3059,SCH004,English,Advanced,2,10
TCH3060,SCH405,English,Advanced,5,8
TCH3061,SCH459,English,Advanced,19,12
TCH3062,SCH062,Science,Advanced,13,8
TCH3063,SCH030,Social Studies,Advanced,6,22
TCH3064,SCH409,Nepali,Basic,23,13
TCH3065,SCH029,Nepali,Advanced,16,10
TCH3066,SCH377,Nepali,Basic,4,9
TCH3067,SCH452,Math,Basic,8,22
TCH3068,SCH289,Social Studies,Basic,20,13
TCH3069,SCH223,Science,Advanced,11,12
TCH3070,SCH298,Math,Basic,9,22
TCH3071,SCH120,Science,Basic,19,13
TCH3072,SCH125,Science,Basic,10,23
TCH3073,SCH414,Math,Advanced,16,9
TCH3074,SCH290,Social Studies,Advanced,17,12
TCH3075,SCH328,Social Studies,Advanced,8,11
TCH3076,SCH267,Science,Basic,10,12
TCH3077,SCH204,Science,Advanced,12,13
TCH3078,SCH159,English,Basic,20,21
TCH3079,SCH372,Social Studies,Advanced,14,12
TCH3080,SCH498,Science,Basic,7,27
TCH3081,SCH194,Social Studies,Advanced,9,8
TCH3082,SCH010,Social Studies,Basic,11,28
TCH3083,SCH185,Social Studies,Basic,4,23
TCH3084,SCH469,Science,Basic,7,27
TCH3085,SCH275,English,Basic,18,11
TCH3086,SCH436,Social Studies,Advanced,2,23
TCH3087,SCH019,Science,Basic,7,23
TCH3088,SCH268,Math,Advanced,12,30
TCH3089,SCH018,Math,Basic,12,30
TCH3090,SCH455,Social Studies,Advanced,8,23
TCH3091,SCH221,Nepali,Advanced,2,23
TCH3092,SCH400,Nepali,Basic,3,32
TCH3093,SCH402,Nepali,Basic,17,8
TCH3094,SCH033,English,Advanced,7,22
TCH3095,SCH275,Social Studies,Basic,8,9
TCH3096,SCH087,English,Advanced,10,9
TCH3097,SCH152,Social Studies,Basic,8,23
TCH3098,SCH102,English,Basic,13,25
TCH3099,SCH354,Science,Advanced,12,9
